state,name,lake sq km,max concentration (cells/ml),mean concentration (cells/ml),max area high bloom (sq m),mean area high bloom,max area moderate bloom,mean area moderate bloom,max area low bloom,mean area low bloom,freq high bloom (%),freq moderate bloom (%),freq low bloom (%)
SD,Angostura Reservoir,16.98,1584893.192,98438.41948,32400,3062.318841,13500,2146.376812,3300,536.2318841,0.661835749,0.695652174,0.492753623
SD,Swan Lake,9.966,3388441.561,246584.5194,23700,8234.782609,12600,1356.521739,3600,188.4057971,0.628019324,0.526570048,0.241545894
SD,Lake Andes,9.104,3388441.561,1030494.811,16800,8682.608696,11100,301.4492754,3000,49.27536232,0.61352657,0.101449275,0.038647343
SD,Shadehill Reservoir,20.517,3311311.215,95670.00534,19800,2589.855072,11700,2455.072464,4200,534.7826087,0.608695652,0.68115942,0.516908213
SD,Lake Marsh,12.206,3090295.433,605512.6564,35700,17608.69565,13800,417.3913043,2700,101.4492754,0.584541063,0.154589372,0.111111111
SD,Lake Francis Case,122.625,1258925.412,48646.14435,66600,4162.318841,235500,18844.92754,54300,5521.73913,0.579710145,0.661835749,0.61352657
SD,Lake Saint John,5.057,2951209.227,536357.2275,12000,5166.666667,8100,575.3623188,1500,85.50724638,0.579710145,0.246376812,0.149758454
SD,Grass Lake,6.504,2290867.653,413271.6087,11100,5084.057971,9900,426.0869565,2100,56.52173913,0.579710145,0.188405797,0.077294686
SD,Lake Kampeska,20.277,3388441.561,105784.2203,66600,10304.34783,40500,6785.507246,10500,1695.652174,0.570048309,0.603864734,0.526570048
SD,Lake Whitewood,17.545,3388441.561,673091.2734,38700,15701.44928,26100,494.2028986,3000,94.20289855,0.560386473,0.173913043,0.120772947
SD,Lake Byron,7.178,3388441.561,442911.2657,16800,6014.492754,8400,521.7391304,2400,120.2898551,0.560386473,0.299516908,0.188405797
SD,Stone Lake,4.122,3388441.561,538360.1527,7200,2526.086957,3600,178.2608696,1200,47.82608696,0.560386473,0.236714976,0.086956522
SD,Dry Lake,7.871,3388441.561,469165.5764,15300,6037.681159,8700,626.0869565,2400,124.6376812,0.550724638,0.265700483,0.15942029
SD,Cottonwood Lake,5.844,3388441.561,350991.0528,12300,4231.884058,6900,701.4492754,3300,156.5217391,0.550724638,0.304347826,0.173913043
SD,Lake Poinsett,31.541,3388441.561,202925.2032,115800,25492.75362,75900,7436.231884,11700,1539.130435,0.54589372,0.52173913,0.434782609
SD,Lake Albert,14.729,3388441.561,444135.1676,31200,10655.07246,19800,1097.101449,3900,227.5362319,0.541062802,0.333333333,0.217391304
SD,Spirit Lake,4.271,3235936.569,676109.8182,9300,3975.362319,4800,176.8115942,1200,34.7826087,0.531400966,0.120772947,0.057971014
SD,Lake ID: 11543202,24.044,776247.1166,54139.56108,36900,1988.405797,24000,3157.971014,7500,886.9565217,0.516908213,0.685990338,0.536231884
SD,Drywood Lakes,4.133,1905460.718,385118.5224,6900,3185.507246,3000,130.4347826,1200,26.08695652,0.516908213,0.096618357,0.048309179
SD,Lake Thompson,21.552,3388441.561,360000.5439,62400,18211.5942,37500,2085.507246,5700,508.6956522,0.507246377,0.400966184,0.333333333
SD,Columbia Road Reservoir,21.551,3388441.561,201568.164,43200,6540.57971,31500,2742.028986,8400,608.6956522,0.507246377,0.526570048,0.391304348
SD,Lake ID: 11592095,3.715,2238721.139,397619.2409,6000,2655.072464,4500,172.4637681,1200,20.28985507,0.502415459,0.106280193,0.038647343
SD,Pelican Lake,11.255,3235936.569,220438.8514,28500,6757.971014,12900,772.4637681,4200,172.4637681,0.497584541,0.304347826,0.207729469
SD,Round Lake,3.74,2951209.227,340523.9818,6300,2230.434783,3000,134.7826087,900,28.98550725,0.497584541,0.106280193,0.062801932
SD,Bourne Slough,8.804,3235936.569,330560.3276,13500,4713.043478,9600,549.2753623,2400,105.7971014,0.492753623,0.260869565,0.164251208
SD,Lake Herman,4.223,3162277.66,298029.8879,5400,1607.246377,3900,336.2318841,1500,75.36231884,0.468599034,0.275362319,0.115942029
SD,Waubay Lake,22.411,3388441.561,290122.2447,37500,10894.2029,22800,1557.971014,4200,268.115942,0.458937198,0.338164251,0.207729469
SD,Brant Lake,4.116,3388441.561,220832.3306,7800,2071.014493,6900,433.3333333,1200,73.91304348,0.45410628,0.304347826,0.125603865
SD,Blue Dog Lake,5.913,2691534.804,163833.341,15000,3359.42029,10500,1253.623188,3000,281.1594203,0.444444444,0.396135266,0.270531401
SD,Lake Sinai,2.615,2951209.227,190914.3958,4500,1344.927536,2100,159.4202899,900,37.68115942,0.429951691,0.202898551,0.082125604
SD,Lake Henry,4.684,3388441.561,403028.8633,6300,2281.15942,4200,252.173913,2400,53.62318841,0.425120773,0.193236715,0.072463768
SD,Bitter Lake,12.716,3388441.561,335955.8904,27600,8655.072464,24600,1250.724638,6000,321.7391304,0.420289855,0.217391304,0.164251208
SD,Long Lake,4.964,3388441.561,313315.4009,10200,3159.42029,6000,404.3478261,1500,60.86956522,0.420289855,0.222222222,0.086956522
SD,Belle Fourche Reservoir,24.873,851138.0382,63635.88599,19200,760.8695652,22200,1524.637681,5400,340.5797101,0.405797101,0.449275362,0.289855072
SD,Bourne Slough,2.054,3019951.72,274978.6379,2700,873.9130435,2400,115.942029,600,24.63768116,0.405797101,0.154589372,0.077294686
SD,Spring Lake,3.96,3388441.561,321741.1674,6300,1907.246377,1500,91.30434783,900,21.73913043,0.396135266,0.125603865,0.053140097
SD,White Lake,6.795,1380384.265,99614.80069,13800,2340.57971,7200,618.8405797,3300,76.8115942,0.391304348,0.309178744,0.096618357
SD,South Waubay Lake,9.407,3388441.561,192135.5518,19200,4734.782609,15900,1094.202899,3000,226.0869565,0.381642512,0.338164251,0.207729469
SD,Rush Lake,5.743,3388441.561,382744.4935,9300,2862.318841,6300,382.6086957,2100,133.3333333,0.381642512,0.207729469,0.173913043
SD,Clear Lake,2.806,3235936.569,324439.6222,4800,1337.681159,1500,107.2463768,1800,28.98550725,0.362318841,0.154589372,0.053140097
SD,Lake ID: 11546104,13.912,1148153.621,51979.8784,13800,1350.724638,8700,1310.144928,5700,307.2463768,0.357487923,0.434782609,0.323671498
SD,Enemy Swim Lake,8.572,954992.586,44404.85319,15000,752.173913,10200,773.9130435,2100,114.4927536,0.309178744,0.31884058,0.173913043
SD,Clear Lake,4.769,1584893.192,65304.61893,10800,1353.623188,5100,408.6956522,1500,69.56521739,0.309178744,0.309178744,0.120772947
SD,Lake ID: 11599621,2.157,1122018.454,85399.38689,2700,511.5942029,2400,159.4202899,900,20.28985507,0.309178744,0.193236715,0.038647343
SD,Roy Lake,6.963,1348962.883,83267.16556,10500,1742.028986,6000,408.6956522,1200,71.01449275,0.289855072,0.22705314,0.115942029
"SD, NE",Lewis and Clark Lake,115.831,1584893.192,97537.5221,102900,5507.246377,73500,7742.028986,40800,2569.565217,0.700483092,0.700483092,0.579710145
TN,Lake ID: 7483636,29.194,2754228.703,669168.9254,71400,44260.86957,13800,1881.15942,2700,269.5652174,0.90821256,0.70531401,0.405797101
TN,Lake ID: 167679193,137.585,3388441.561,160658.6646,77400,6294.202899,73800,5779.710145,21300,1784.057971,0.739130435,0.729468599,0.584541063
TN,Open Lake,4.476,1621810.097,528517.1664,7200,4315.942029,2700,195.6521739,600,43.47826087,0.734299517,0.22705314,0.115942029
TN,Lake ID: 7483614,8.566,1949844.6,335098.7032,9300,3668.115942,3900,357.9710145,1500,84.05797101,0.714975845,0.439613527,0.202898551
TN,Lake ID: 166997463,115.085,2187761.624,164781.3317,84600,4137.681159,22200,2379.710145,6900,627.5362319,0.661835749,0.608695652,0.45410628
TN,Pickwick Lake,108.713,3235936.569,250194.1458,9900,1686.956522,6000,498.5507246,1800,153.6231884,0.52173913,0.458937198,0.289855072
TN,Duncan Lake (historical),57.604,1148153.621,84122.57909,37800,2071.014493,17100,1423.188406,3900,313.0434783,0.502415459,0.497584541,0.304347826
TN,Lake ID: 166997494,131.674,1380384.265,83380.23821,20700,1678.26087,21000,2120.289855,9000,626.0869565,0.473429952,0.516908213,0.371980676
TN,Lake ID: 166997575,109.734,2137962.09,95055.89633,45300,2360.869565,20700,1620.289855,6300,473.9130435,0.463768116,0.444444444,0.333333333
TN,Lake ID: 167122309,69.017,1288249.552,57167.75662,9600,892.7536232,10200,1263.768116,3300,371.0144928,0.434782609,0.425120773,0.323671498
TN,Lake ID: 166997501,118.255,1148153.621,79393.5359,71100,3052.173913,42000,1565.217391,3600,276.8115942,0.429951691,0.415458937,0.256038647
TN,Woods Reservoir,14.49,1148153.621,92667.08341,14100,1524.637681,5100,439.1304348,1200,95.65217391,0.420289855,0.352657005,0.178743961
TN,Lake ID: 18415569,79.432,1230268.771,61926.67149,31800,978.2608696,9900,563.7681159,2100,146.3768116,0.367149758,0.347826087,0.207729469
TN,Cummings Lake,28.721,1202264.435,41855.21831,8700,353.6231884,5700,328.9855072,3000,128.9855072,0.217391304,0.212560386,0.154589372
"TN, AL",Lake ID: 167182204,258.586,2951209.227,117806.2979,240600,11452.17391,86100,8194.202899,29400,2350.724638,0.758454106,0.753623188,0.652173913
"TN, KY",Lake ID: 120052349,215.603,2884031.503,237571.094,219000,9071.566265,135300,8201.927711,41700,2925.542169,0.869565217,0.811594203,0.618357488
"TN, KY",Lake ID: 167679192,111.739,2398832.919,151193.9713,96000,21597.10843,86100,10689.39759,18300,2662.409639,0.830917874,0.869565217,0.835748792
"TN, KY",Bards Lake,190.178,1995262.315,166346.3642,99600,8157.831325,108000,5378.313253,22800,1317.108434,0.734299517,0.642512077,0.429951691
"TN, KY",Lake ID: 166899333,107.072,1096478.196,66712.71758,17100,1840.481928,26400,3682.409639,8400,1129.879518,0.541062802,0.570048309,0.458937198
"TN, NC",Lake ID: 936010061,78.247,1071519.305,63722.61049,27600,928.9855072,12900,1089.855072,2400,263.7681159,0.487922705,0.492753623,0.314009662
"TN, VA",South Holston Lake,31.216,758577.575,48386.70586,7200,408.6956522,6300,584.057971,2100,181.1594203,0.328502415,0.371980676,0.285024155
TX,Lake Kemp,61.41,3388441.561,748010.0154,67500,13855.07246,15900,2305.797101,5700,536.2318841,0.961352657,0.913043478,0.642512077
TX,Lake ID: 19980072,65.594,2344228.815,433202.7153,78300,28555.07246,28500,4401.449275,6300,872.4637681,0.951690821,0.855072464,0.61352657
TX,Cedar Creek Reservoir,127.462,2570395.783,438884.7501,267900,132031.8841,92100,19773.91304,16500,3518.84058,0.942028986,0.937198068,0.903381643
TX,Ester Lake,450.04,2884031.503,182829.489,546900,141376.8116,526200,90578.26087,97200,24372.46377,0.937198068,0.942028986,0.93236715
TX,Lake Tawakoni,152.692,2630267.992,322774.9138,392100,111731.8841,132000,20208.69565,39300,4469.565217,0.927536232,0.913043478,0.850241546
TX,Lavon Lake,92.884,3388441.561,359868.223,188400,76117.3913,49500,8920.289855,10800,1923.188406,0.917874396,0.903381643,0.768115942
TX,Lake Arrowhead,37.602,1621810.097,199595.0072,66600,24127.53623,42300,7024.637681,9900,1321.73913,0.913043478,0.884057971,0.748792271
TX,Corder Lake,87.555,2754228.703,316058.4414,207300,76608.69565,51600,11885.50725,16500,2121.73913,0.90821256,0.888888889,0.801932367
TX,Lake Palestine,95.301,2630267.992,215199.3311,189300,83757.97101,78600,16475.36232,15300,2824.637681,0.90821256,0.888888889,0.811594203
TX,Mountain Creek Lake,9.695,1995262.315,489346.3825,19500,12563.76812,6600,1102.898551,2100,176.8115942,0.90821256,0.497584541,0.285024155
TX,Lake J B Thomas,7.073,3090295.433,497698.7217,10200,6676.811594,8400,830.4347826,1500,102.8985507,0.90821256,0.434782609,0.202898551
TX,Wright Patman Lake,119.365,1995262.315,306298.4877,206100,85642.02899,91800,15802.89855,24000,3460.869565,0.903381643,0.903381643,0.830917874
TX,Woodlands Golf Course Lake,337.065,3388441.561,385399.8762,889500,208672.4638,329400,47311.5942,66300,10043.47826,0.898550725,0.893719807,0.859903382
TX,E V Spence Reservoir,44.068,2951209.227,396646.8449,47400,12420.28986,10500,2440.57971,3000,395.6521739,0.884057971,0.850241546,0.502415459
TX,Lake Lewisville,87.831,2454708.916,266270.9732,135300,19478.26087,72900,9533.333333,13500,2013.043478,0.879227053,0.826086957,0.657004831
TX,Lake Limestone,51.326,2454708.916,384304.2719,76500,26904.34783,22200,4756.521739,6000,965.2173913,0.869565217,0.811594203,0.700483092
TX,Eagle Mountain Lake,35.431,2344228.815,332454.4544,57300,9513.043478,16800,1936.231884,4500,446.3768116,0.869565217,0.748792271,0.47826087
TX,Case Lake,114.296,1905460.718,103364.2593,102300,17050.72464,75900,15957.97101,16200,4317.391304,0.8647343,0.874396135,0.835748792
TX,Lake O' the Pines,70.625,1698243.652,114004.9191,138000,26926.08696,101400,16713.04348,30000,3742.028986,0.859903382,0.869565217,0.782608696
TX,Navarro Mills Lake,17.649,2187761.624,349772.1794,38100,22956.52174,15900,1934.782609,5100,421.7391304,0.855072464,0.652173913,0.420289855
TX,Possum Kingdom Lake,67.536,2290867.653,315518.4606,27900,4244.927536,14400,1855.072464,5100,423.1884058,0.855072464,0.821256039,0.507246377
TX,Lake Anahuac,20.484,2884031.503,361746.0475,59700,35986.95652,38700,2959.42029,7500,372.4637681,0.850241546,0.400966184,0.236714976
TX,Lake Kickapoo,24.748,1479108.388,134363.9295,33300,5781.15942,15300,3007.246377,3600,598.5507246,0.850241546,0.874396135,0.68115942
TX,Bardwell Lake,13.122,1995262.315,361093.9137,20700,10598.55072,8700,1071.014493,2700,200,0.850241546,0.623188406,0.299516908
TX,Lake Murvaul,14.263,1348962.883,231444.5424,20100,8046.376812,6900,1449.275362,2100,304.3478261,0.845410628,0.768115942,0.502415459
TX,Lake Conroe,80.204,1778279.41,206568.5701,132600,41585.50725,52500,9243.478261,15600,1763.768116,0.84057971,0.77294686,0.628019324
TX,Martin Lake,21.474,1548816.619,221545.9381,21300,11905.7971,14700,1544.927536,3300,240.5797101,0.835748792,0.579710145,0.328502415
TX,B A Steinhagen Lake,40.45,2089296.131,135342.8812,65700,19104.34783,36000,8839.130435,9300,1568.115942,0.830917874,0.879227053,0.777777778
TX,Lake ID: 8347705,23.867,2041737.945,205939.01,39300,10444.92754,17100,3482.608696,6900,630.4347826,0.830917874,0.763285024,0.565217391
TX,Lake Charlotte,4.042,2884031.503,696882.6715,6900,5124.637681,2100,114.4927536,900,20.28985507,0.826086957,0.140096618,0.043478261
TX,Santa Rosa Lake,6.589,3388441.561,610778.2161,6300,4257.971014,3300,208.6956522,900,27.53623188,0.826086957,0.207729469,0.062801932
TX,Somerville Lake,46.825,2187761.624,333689.9382,86100,36576.81159,27000,4246.376812,5700,688.4057971,0.811594203,0.743961353,0.560386473
TX,Lake Houston,46.671,2818382.931,289734.7422,74400,20426.08696,35100,4459.42029,4500,720.2898551,0.806763285,0.77294686,0.579710145
TX,Lake ID: 166414857,69.994,1905460.718,325565.6479,36900,14520.28986,9600,1969.565217,2400,359.4202899,0.806763285,0.739130435,0.507246377
TX,Lost Lake,3.504,1445439.771,399959.8199,4800,3456.521739,2700,152.173913,600,13.04347826,0.806763285,0.193236715,0.024154589
TX,Buchanan Lake,88.093,1862087.137,173370.6157,222000,55634.78261,138600,20001.44928,27000,3836.231884,0.787439614,0.748792271,0.661835749
TX,River Crest Reservoir,2.15,3162277.66,539426.4995,3600,2255.072464,2100,133.3333333,600,15.94202899,0.787439614,0.231884058,0.048309179
TX,Lake Surprise,3.032,2454708.916,681489.8561,4800,3178.26087,3000,179.7101449,1500,43.47826087,0.77294686,0.222222222,0.082125604
TX,Lake ID: 120053367,36.798,2398832.919,120082.2961,45600,5442.028986,20700,3404.347826,7500,868.115942,0.748792271,0.77294686,0.700483092
TX,Granger Lake,17.699,1230268.771,154456.8943,27000,8718.84058,14100,2943.478261,3600,526.0869565,0.748792271,0.724637681,0.516908213
TX,Benbrook Lake,14.825,1584893.192,184773.1828,24600,7489.855072,9300,1331.884058,3000,320.2898551,0.729468599,0.608695652,0.463768116
TX,Brownwood Lake,26.696,1380384.265,126681.9457,18300,2781.15942,7500,1440.57971,3000,318.8405797,0.729468599,0.714975845,0.415458937
TX,Eagle Lake,3.822,3388441.561,1120554.057,6600,4375.362319,300,1.449275362,300,2.898550725,0.724637681,0.004830918,0.009661836
TX,Harris Reservoir,6.519,2137962.09,638322.2707,9900,5765.217391,1500,76.8115942,300,5.797101449,0.710144928,0.154589372,0.019323671
TX,O C Fisher Lake,9.199,3388441.561,641068.3087,9600,3766.666667,5100,140.5797101,600,14.49275362,0.70531401,0.207729469,0.033816425
TX,Cooling Water Reservoir,28.16,1659586.907,286144.551,60300,31684.05797,53400,2900,13200,389.8550725,0.700483092,0.265700483,0.164251208
TX,Century Lake,5.805,1479108.388,118299.1629,12300,3124.637681,9000,1681.15942,2400,300,0.695652174,0.734299517,0.405797101
TX,Waco Lake,29.045,1445439.771,135164.9926,55200,15286.95652,34500,4553.623188,10800,971.0144928,0.690821256,0.623188406,0.458937198
TX,Grapevine Lake,27.039,1479108.388,119683.3888,41400,4907.246377,24900,3152.173913,6600,608.6956522,0.690821256,0.719806763,0.492753623
TX,Lake Austin,10.507,1445439.771,195669.4758,13500,4937.681159,5700,994.2028986,1800,213.0434783,0.690821256,0.526570048,0.328502415
TX,Lake ID: 120053204,57.648,1445439.771,108434.0949,111900,13679.71014,44700,6391.304348,12000,1444.927536,0.685990338,0.690821256,0.565217391
TX,Cedar Lake,19.224,2290867.653,333405.4029,28200,5969.565217,13500,659.4202899,2700,120.2898551,0.652173913,0.309178744,0.183574879
TX,Green Lake,23.799,3388441.561,1051257.105,66900,31675.36232,24600,542.0289855,3000,89.85507246,0.647342995,0.149758454,0.086956522
TX,Lake Pat Cleburne,6.273,1318256.739,180389.177,8400,2723.188406,6900,559.4202899,2100,127.5362319,0.647342995,0.526570048,0.275362319
TX,Johnson Lake,11.986,1479108.388,89726.29856,14400,2662.318841,9900,1752.173913,2700,379.7101449,0.642512077,0.70531401,0.483091787
TX,Lake ID: 1475947,7.163,1819700.859,169404.9437,9300,2017.391304,5700,900,2100,265.2173913,0.603864734,0.599033816,0.400966184
TX,Belton Lake,49.066,1995262.315,147422.49,13200,2076.811594,21900,1357.971014,9600,413.0434783,0.599033816,0.603864734,0.38647343
TX,Galveston County Industrial Water Reservoir,3.343,2041737.945,140469.7791,6300,1778.26087,5700,673.9130435,2400,114.4927536,0.599033816,0.536231884,0.202898551
TX,Bahia Grande,27.316,3388441.561,532130.2128,31200,11157.97101,9000,595.6521739,1500,84.05797101,0.565217391,0.38647343,0.173913043
TX,Monticello Reservoir,23.038,2041737.945,69996.41187,31200,2518.84058,19800,2582.608696,3300,555.0724638,0.565217391,0.714975845,0.550724638
TX,Lake ID: 1127853,5.943,812830.5162,86791.40034,4500,789.8550725,4500,602.8985507,1500,143.4782609,0.565217391,0.531400966,0.299516908
TX,Lake Marble Falls,70.226,1348962.883,85962.16098,35400,1947.826087,19800,1908.695652,4200,346.3768116,0.560386473,0.497584541,0.342995169
TX,Unit Number Two,7.607,3388441.561,1170262.381,16200,8440.57971,300,1.449275362,0,0,0.560386473,0.004830918,0
TX,Eagle Nest Lake,9.194,3388441.561,228364.7826,20400,4404.347826,14400,1908.695652,3300,375.3623188,0.550724638,0.52173913,0.396135266
TX,Ester Lake,6.448,1778279.41,92652.00611,7800,1300,6300,884.057971,1500,194.2028986,0.541062802,0.618357488,0.371980676
TX,Vadia Ancha,9.773,3388441.561,710349.3079,9000,3957.971014,3300,94.20289855,900,15.94202899,0.536231884,0.086956522,0.033816425
TX,Fairfield Lake,8.525,1659586.907,225990.2228,6000,2286.956522,2100,173.9130435,900,36.23188406,0.536231884,0.251207729,0.101449275
TX,Wet Marsh Pond,9.917,933254.3008,74349.32196,18900,1576.811594,6900,1146.376812,3300,340.5797101,0.52173913,0.599033816,0.463768116
TX,Lake Lyndon B Johnson,22.368,1071519.305,74475.5895,15300,2336.231884,9000,1197.101449,2100,214.4927536,0.497584541,0.47826087,0.31884058
TX,Brazoria Reservoir,7.207,1445439.771,104359.3174,14700,2989.855072,7800,897.1014493,2400,156.5217391,0.487922705,0.492753623,0.275362319
TX,Calaveras Lake,12.918,2238721.139,177753.6698,10500,2647.826087,3900,418.8405797,1200,33.33333333,0.487922705,0.352657005,0.082125604
TX,Horseshoe Tank,114.584,1202264.435,53597.40645,188100,11479.71014,69300,8055.072464,16500,1924.637681,0.47826087,0.536231884,0.483091787
TX,Swan Lake,3.643,1230268.771,107809.972,4800,1205.797101,3300,446.3768116,1200,100,0.47826087,0.410628019,0.198067633
TX,Clam Lake,4.302,954992.586,64013.92533,6600,944.9275362,3300,759.4202899,1500,169.5652174,0.473429952,0.516908213,0.309178744
TX,Lake Bridgeport,42.153,1230268.771,45659.74096,13200,624.6376812,19200,1650.724638,8700,681.1594203,0.463768116,0.628019324,0.468599034
TX,Lake ID: 5525777,22.769,1548816.619,54069.13725,31500,1518.84058,18300,1684.057971,4500,524.6376812,0.458937198,0.570048309,0.463768116
TX,Cedar Creek Reservoir,9.802,1023292.992,62187.33421,14700,2050.724638,13200,1369.565217,2100,211.5942029,0.449275362,0.468599034,0.309178744
TX,Safe Shutdown Impoundment,12.813,1949844.6,76340.57558,11400,1826.086957,8700,995.6521739,1800,198.5507246,0.449275362,0.444444444,0.270531401
TX,Cedar Lakes,9.184,1584893.192,133601.0738,3900,592.7536232,2100,181.1594203,900,27.53623188,0.444444444,0.29468599,0.06763285
TX,Lake Diversion,13.863,1318256.739,80015.10543,15000,1020.289855,5100,521.7391304,2400,143.4782609,0.434782609,0.434782609,0.246376812
TX,Powderhorn Lake,12.323,1096478.196,82481.9878,21000,1849.275362,6300,759.4202899,3300,257.9710145,0.429951691,0.458937198,0.333333333
TX,Salt Lake,2.73,776247.1166,68071.54965,4500,617.3913043,2700,279.7101449,900,84.05797101,0.396135266,0.400966184,0.207729469
TX,Lake Striker,7.22,1584893.192,48409.47357,7800,463.7681159,8100,776.8115942,2100,226.0869565,0.38647343,0.531400966,0.347826087
TX,Clear Lake,7.17,1412537.545,139983.0362,6900,1300,2700,221.7391304,1500,65.2173913,0.38647343,0.289855072,0.144927536
TX,Laguna Atascosa,13.521,2137962.09,199343.2712,22500,3847.826087,8100,601.4492754,2700,150.7246377,0.357487923,0.246376812,0.178743961
TX,Amistad Reservoir,88.598,575439.9373,27362.95272,38400,1297.101449,55500,5462.318841,13500,2137.681159,0.352657005,0.516908213,0.502415459
TX,Oyster Lake,9.079,1071519.305,53091.18108,17100,1307.246377,8400,894.2028986,2400,189.8550725,0.347826087,0.405797101,0.285024155
TX,Paz Ramirez Lake,149.615,1288249.552,46126.87518,108300,5036.231884,51900,4492.753623,13500,1002.898551,0.342995169,0.410628019,0.342995169
TX,Stillhouse Hollow Lake,26.589,707945.7844,46821.92225,6600,321.7391304,6900,481.1594203,3000,191.3043478,0.31884058,0.357487923,0.251207729
TX,Amistad Reservoir,47.136,616595.0019,24399.9365,30600,611.5942029,26700,2339.130435,8100,944.9275362,0.285024155,0.429951691,0.425120773
TX,Lake ID: 120051009,9.416,2691534.804,118229.2702,15300,1078.26087,4800,521.7391304,1800,92.75362319,0.260869565,0.347826087,0.164251208
TX,Canyon Lake,32.589,954992.586,35290.79203,12000,382.6086957,13800,549.2753623,5400,204.3478261,0.246376812,0.31884058,0.275362319
TX,Medina Lake,21.964,1862087.137,58552.35606,5100,265.2173913,2400,147.826087,1200,49.27536232,0.246376812,0.246376812,0.115942029
TX,La Sal Vieja,9.338,3388441.561,200923.8521,6600,597.1014493,3000,159.4202899,600,23.1884058,0.207729469,0.140096618,0.057971014
TX,North Lake,3.043,398107.1706,18101.49684,1500,49.27536232,900,30.43478261,600,7.246376812,0.096618357,0.06763285,0.019323671
TX,Oyster Lake,1.836,1047128.548,21377.01537,1500,42.02898551,1200,46.37681159,600,13.04347826,0.09178744,0.096618357,0.038647343
TX,Lake ID: 202621,2.846,338844.1561,9653.378469,3600,113.0434783,2400,69.56521739,900,17.39130435,0.06763285,0.062801932,0.033816425
"TX, NM",Red Bluff Reservoir,21.027,2630267.992,290345.3775,33600,6044.927536,10800,1182.608696,3000,295.6521739,0.763285024,0.685990338,0.405797101
"TX, OK",Lake ID: 167300255,236.21,3388441.561,566625.9446,471900,63836.23188,231000,22930.43478,53100,5543.478261,0.942028986,0.93236715,0.874396135
UT,Great Salt Lake,4309.715,3388441.561,767025.9861,5498400,1704078.261,2274900,406892.7536,462900,91566.66667,0.980676329,0.980676329,0.975845411
UT,Utah Lake,369.526,3388441.561,500979.981,1407300,511976.8116,499800,85989.85507,83400,18263.76812,0.893719807,0.855072464,0.835748792
UT,Lake ID: 120051791,45.013,3388441.561,445863.6026,84900,21268.11594,23100,2973.913043,5400,626.0869565,0.811594203,0.797101449,0.555555556
UT,North Bay,12.736,3388441.561,968024.8579,29400,18057.97101,3300,195.6521739,900,36.23188406,0.787439614,0.285024155,0.082125604
UT,Dike Lake,15.378,3388441.561,734338.2273,37500,15668.11594,10800,628.9855072,2100,84.05797101,0.77294686,0.439613527,0.154589372
UT,Lake ID: 10271918,15.936,3388441.561,522468.6326,33900,6352.173913,4500,401.4492754,900,69.56521739,0.661835749,0.371980676,0.149758454
UT,Lake ID: 10272048,13.094,3311311.215,579571.3758,17100,4110.144928,3000,278.2608696,1200,57.97101449,0.647342995,0.328502415,0.115942029
UT,Fish Lake,10.451,2137962.09,95808.93951,18300,1694.202899,13800,2753.623188,3600,744.9275362,0.618357488,0.603864734,0.516908213
UT,Strawberry Reservoir,53.767,3388441.561,118909.9545,125100,24762.31884,69300,10413.04348,16500,2307.246377,0.594202899,0.603864734,0.526570048
UT,Willard Bay Reservoir,39.876,1122018.454,60288.56922,141300,6833.333333,77700,6662.318841,18000,1652.173913,0.555555556,0.608695652,0.492753623
UT,Lake ID: 10272008,16.419,3235936.569,827850.274,1500,542.0289855,900,42.02898551,0,0,0.555555556,0.115942029,0
UT,Kennecott Tailings Pond Number One,19.757,1995262.315,249398.3879,46200,7595.652174,11400,601.4492754,2100,156.5217391,0.526570048,0.357487923,0.183574879
UT,Starvation Reservoir,13.32,691830.9709,55871.56695,6900,521.7391304,6600,902.8985507,3300,207.2463768,0.497584541,0.652173913,0.342995169
UT,Scofield Reservoir,10.997,1584893.192,78289.37951,16200,973.9130435,9900,765.2173913,3000,200,0.425120773,0.391304348,0.251207729
UT,Lake ID: 10276240,4.399,3388441.561,225515.2743,9000,1239.130435,2400,220.2898551,900,30.43478261,0.420289855,0.328502415,0.06763285
UT,Lake ID: 120051802,8.627,1380384.265,124972.8173,17100,581.1594203,3900,198.5507246,2100,82.60869565,0.400966184,0.285024155,0.164251208
UT,Lake ID: 120051798,11.235,1995262.315,73252.16083,28800,908.6956522,5400,204.3478261,1500,34.7826087,0.22705314,0.169082126,0.06763285
UT,Lake ID: 3501837,6.167,2089296.131,86534.15321,12000,1013.043478,6000,342.0289855,2100,88.4057971,0.222222222,0.246376812,0.120772947
UT,Lake ID: 7912296,5.828,2630267.992,76279.89715,5100,317.3913043,1800,68.11594203,900,20.28985507,0.188405797,0.106280193,0.043478261
UT,Lake ID: 120051793,10.963,1023292.992,31532.14384,6600,223.1884058,10800,346.3768116,3600,126.0869565,0.183574879,0.251207729,0.149758454
UT,Pelican Lake,4.529,1258925.412,27202.58413,3600,86.95652174,1500,62.31884058,1200,21.73913043,0.130434783,0.120772947,0.038647343
UT,Lake ID: 120051797,3.45,1548816.619,45342.04867,2400,121.7391304,900,49.27536232,900,31.88405797,0.115942029,0.101449275,0.086956522
UT,Lake ID: 10678874,7.734,1698243.652,35357.09198,6300,94.20289855,2400,78.26086957,900,15.94202899,0.086956522,0.086956522,0.033816425
UT,Lake ID: 120051795,3.171,436515.8322,6518.149163,1500,42.02898551,1500,52.17391304,1200,18.84057971,0.043478261,0.072463768,0.033816425
