Activity,Formulation,AppEquip,AppType,Category,AppRateUnit,TreatedVal,TreatedUnit,DUESLNoG,DUESLG,DUEDLG,DUESLGCRH,DUEDLGCRH,DUEEC,IUENoR,IUEPF5R,IUEPF10R,IUEEC,SourceCategory,SourceMRID,SourceDescription,SourceDER
Applicator,"Spray
(all starting formulations)",Aerial,Broadcast,Sod,lb ai/acre,350,acres,No Data,No Data,No Data,No Data,No Data,2.08,No Data,No Data,No Data,0.0049,AHETF,48725101,"AHETF, 2012 (AHE1007; Aerial Applicator)",D403724
Applicator,"Spray
(all starting formulations)",Aerial,Broadcast,"Field crop, typical",lb ai/acre,350,acres,No Data,No Data,No Data,No Data,No Data,2.08,No Data,No Data,No Data,0.0049,AHETF,48725101,"AHETF, 2012 (AHE1007; Aerial Applicator)",D403724
Applicator,"Spray
(all starting formulations)",Aerial,Broadcast,Mosquitocide/larvacide/vector control (aquatic areas) ,lb ai/acre,250,acres,No Data,No Data,No Data,No Data,No Data,2.08,No Data,No Data,No Data,0.0049,AHETF,48725101,"AHETF, 2012 (AHE1007; Aerial Applicator)",D403724
Applicator,"Spray
(all starting formulations)",Aerial,Broadcast,"Aquatic areas, non-flowing water (e.g., ponds, lakes, fountains)",lb ai/acre-foot,210,acre-feet,No Data,No Data,No Data,No Data,No Data,2.08,No Data,No Data,No Data,0.0049,AHETF,48725101,"AHETF, 2012 (AHE1007; Aerial Applicator)",D403724
Applicator,"Spray
(all starting formulations)",Aerial,Broadcast,"Field crop, high-acreage",lb ai/acre,1200,acres,No Data,No Data,No Data,No Data,No Data,2.08,No Data,No Data,No Data,0.0049,AHETF,48725101,"AHETF, 2012 (AHE1007; Aerial Applicator)",D403724
Applicator,"Spray
(all starting formulations)",Aerial,Broadcast,Forestry,lb ai/acre,1200,acres,No Data,No Data,No Data,No Data,No Data,2.08,No Data,No Data,No Data,0.0049,AHETF,48725101,"AHETF, 2012 (AHE1007; Aerial Applicator)",D403724
Applicator,"Spray
(all starting formulations)",Aerial,ULV / Wide-area,Forestry,lb ai/acre,7500,acres,No Data,No Data,No Data,No Data,No Data,2.08,No Data,No Data,No Data,0.0049,AHETF,48725101,"AHETF, 2012 (AHE1007; Aerial Applicator)",D403724
Applicator,"Spray
(all starting formulations)",Aerial,ULV / Wide-area,Mosquitocide/larvacide/vector control (terrestrial areas) ,lb ai/acre,7500,acres,No Data,No Data,No Data,No Data,No Data,2.08,No Data,No Data,No Data,0.0049,AHETF,48725101,"AHETF, 2012 (AHE1007; Aerial Applicator)",D403724
Applicator,"Spray
(all starting formulations)",Airblast,Broadcast,"Nursery (ornamentals, vegetables, trees, container stock)",lb ai/acre,20,acres,1770,1590,1480,215,141,14.6,4.71,0.942,0.471,0.068,AHETF,48326701 / 48314201,AHE1006 (Open Cab Airblast); AHE1005 (Closed Cab Airblast),D387287 / D381148
Applicator,"Spray
(all starting formulations)",Airblast,Broadcast,Orchard/Vineyard,lb ai/acre,40,acres,1770,1590,1480,215,141,14.6,4.71,0.942,0.471,0.068,AHETF,48326701 / 48314201,AHE1006 (Open Cab Airblast); AHE1005 (Closed Cab Airblast),D387287 / D381148
Applicator,"Spray
(all starting formulations)",Groundboom,Broadcast,Golf course (tees and greens only),lb ai/acre,5,acres,78.6,16.1,12.6,No Data,No Data,5.1,0.34,0.068,0.034,0.043,AHETF / PHED,47947803 / NA,AHE1004 (Open Cab Groundboom); PHED Scenario 14,D373605 / NA
Applicator,"Spray
(all starting formulations)",Groundboom,Broadcast,"Golf course (fairways, tees, greens)",lb ai/acre,40,acres,78.6,16.1,12.6,No Data,No Data,5.1,0.34,0.068,0.034,0.043,AHETF / PHED,47947803 / NA,AHE1004 (Open Cab Groundboom); PHED Scenario 14,D373605 / NA
Applicator,"Spray
(all starting formulations)",Groundboom,Broadcast,Field-grown ornamental crops,lb ai/acre,40,acres,78.6,16.1,12.6,No Data,No Data,5.1,0.34,0.068,0.034,0.043,AHETF / PHED,47947803 / NA,AHE1004 (Open Cab Groundboom); PHED Scenario 14,D373605 / NA
Applicator,"Spray
(all starting formulations)",Groundboom,Broadcast,"Nursery (ornamentals, vegetables, trees, container stock)",lb ai/acre,60,acres,78.6,16.1,12.6,No Data,No Data,5.1,0.34,0.068,0.034,0.043,AHETF / PHED,47947803 / NA,AHE1004 (Open Cab Groundboom); PHED Scenario 14,D373605 / NA
Applicator,"Spray
(all starting formulations)",Groundboom,Broadcast,"Greenhouse (ornamentals, roses, cut flowers, container stock, vegetables)",lb ai/acre,60,acres,78.6,16.1,12.6,No Data,No Data,5.1,0.34,0.068,0.034,0.043,AHETF / PHED,47947803 / NA,AHE1004 (Open Cab Groundboom); PHED Scenario 14,D373605 / NA
Applicator,"Spray
(all starting formulations)",Groundboom,Broadcast,Sod,lb ai/acre,80,acres,78.6,16.1,12.6,No Data,No Data,5.1,0.34,0.068,0.034,0.043,AHETF / PHED,47947803 / NA,AHE1004 (Open Cab Groundboom); PHED Scenario 14,D373605 / NA
Applicator,"Spray
(all starting formulations)",Groundboom,Broadcast,Orchard/Vineyard,lb ai/acre,40,acres,78.6,16.1,12.6,No Data,No Data,5.1,0.34,0.068,0.034,0.043,AHETF / PHED,47947803 / NA,AHE1004 (Open Cab Groundboom); PHED Scenario 14,D373605 / NA
Applicator,"Spray
(all starting formulations)",Groundboom,Broadcast,"Field crop, typical",lb ai/acre,80,acres,78.6,16.1,12.6,No Data,No Data,5.1,0.34,0.068,0.034,0.043,AHETF / PHED,47947803 / NA,AHE1004 (Open Cab Groundboom); PHED Scenario 14,D373605 / NA
Applicator,"Spray
(all starting formulations)",Boom Sprayer,Broadcast,Mosquitocide/larvacide/vector control (aquatic areas) ,lb ai/acre,30,acres,78.6,16.1,12.6,No Data,No Data,5.1,0.34,0.068,0.034,0.043,AHETF / PHED,47947803 / NA,AHE1004 (Open Cab Groundboom); PHED Scenario 14,D373605 / NA
Applicator,"Spray
(all starting formulations)",Boom Sprayer,Broadcast,"Aquatic areas, non-flowing water (e.g., ponds, lakes, fountains)",lb ai/acre-foot,210,acre-feet,78.6,16.1,12.6,No Data,No Data,5.1,0.34,0.068,0.034,0.043,AHETF / PHED,47947803 / NA,AHE1004 (Open Cab Groundboom); PHED Scenario 14,D373605 / NA
Applicator,"Spray
(all starting formulations)",Boom Sprayer,Broadcast,"Aquatic areas, flowing water (e.g., tributaries, canals)",lbs ai/cfs,200,cfs,78.6,16.1,12.6,No Data,No Data,5.1,0.34,0.068,0.034,0.043,AHETF / PHED,47947803 / NA,AHE1004 (Open Cab Groundboom); PHED Scenario 14,D373605 / NA
Applicator,"Spray
(all starting formulations)",Groundboom,Broadcast,"Field crop, high-acreage",lb ai/acre,200,acres,78.6,16.1,12.6,No Data,No Data,5.1,0.34,0.068,0.034,0.043,AHETF / PHED,47947803 / NA,AHE1004 (Open Cab Groundboom); PHED Scenario 14,D373605 / NA
Applicator,"Spray
(all starting formulations)",Mechanically-pressurized Handgun,Broadcast,"Rights-of-way (e.g., utilities, railroad, roadways)",lb ai/gallon,1000,gallons,6050,2050,1360,No Data,No Data,No Data,8.68,1.74,0.87,No Data,AHETF,49478602,"AHETF, 2014 (AHE1013; Handgun ""ROW"" Applicator)",D424145
Applicator,"Fertilizer, dry bulk, impregnated",Tractor-drawn Spreader,Commercial treatment,"Field crop, typical",lb ai/acre,320,acres,9.9,7.2,4.2,No Data,No Data,3,1.2,0.24,0.12,0.22,PHED,NA,PHED Scenario 15 / PHED Scenario 16,NA
Applicator,"Fertilizer, dry bulk, impregnated",Tractor-drawn Spreader,On-farm treatment,"Field crop, typical",lb ai/acre,160,acres,9.9,7.2,4.2,No Data,No Data,3,1.2,0.24,0.12,0.22,PHED,NA,PHED Scenario 15 / PHED Scenario 16,NA
Applicator,"Fertilizer, dry bulk, impregnated",Tractor-drawn Spreader,Commercial treatment,"Field crop, high-acreage",lb ai/acre,320,acres,9.9,7.2,4.2,No Data,No Data,3,1.2,0.24,0.12,0.22,PHED,NA,PHED Scenario 15 / PHED Scenario 16,NA
Applicator,"Fertilizer, dry bulk, impregnated",Tractor-drawn Spreader,On-farm treatment,"Field crop, high-acreage",lb ai/acre,160,acres,9.9,7.2,4.2,No Data,No Data,3,1.2,0.24,0.12,0.22,PHED,NA,PHED Scenario 15 / PHED Scenario 16,NA
Applicator,G,Aerial,Broadcast,Orchard/Vineyard,lb ai/acre,350,acres,No Data,No Data,No Data,No Data,No Data,1.7,No Data,No Data,No Data,1.3,PHED,NA,PHED Scenario 8,NA
Applicator,G,Aerial,Broadcast,Sod,lb ai/acre,350,acres,No Data,No Data,No Data,No Data,No Data,1.7,No Data,No Data,No Data,1.3,PHED,NA,PHED Scenario 8,NA
Applicator,G,Aerial,Broadcast,"Field crop, typical",lb ai/acre,350,acres,No Data,No Data,No Data,No Data,No Data,1.7,No Data,No Data,No Data,1.3,PHED,NA,PHED Scenario 8,NA
Applicator,G,Aerial,Broadcast,Mosquitocide/larvacide/vector control (aquatic areas) ,lb ai/acre,250,acres,No Data,No Data,No Data,No Data,No Data,1.7,No Data,No Data,No Data,1.3,PHED,NA,PHED Scenario 8,NA
Applicator,G,Aerial,Broadcast,"Aquatic areas, non-flowing water (e.g., ponds, lakes, fountains)",lb ai/acre-foot,210,acre-feet,No Data,No Data,No Data,No Data,No Data,1.7,No Data,No Data,No Data,1.3,PHED,NA,PHED Scenario 8,NA
Applicator,G,Aerial,Broadcast,Forestry,lb ai/acre,1200,acres,No Data,No Data,No Data,No Data,No Data,1.7,No Data,No Data,No Data,1.3,PHED,NA,PHED Scenario 8,NA
Applicator,G,Aerial,Broadcast,"Field crop, high-acreage",lb ai/acre,1200,acres,No Data,No Data,No Data,No Data,No Data,1.7,No Data,No Data,No Data,1.3,PHED,NA,PHED Scenario 8,NA
Applicator,G,Aerial,Broadcast,"Nursery (ornamentals, vegetables, trees, container stock)",lb ai/acre,60,acres,No Data,No Data,No Data,No Data,No Data,1.7,No Data,No Data,No Data,1.3,PHED,NA,PHED Scenario 8,NA
Applicator,G,Hand dispersal,Broadcast,Orchard/Vineyard,,,,104000,71000,40280,No Data,No Data,No Data,470,94,47,No Data,PHED,NA,PHED Scenario 17,NA
Applicator,G,Hand dispersal,Broadcast,"Greenhouse (ornamentals, roses, cut flowers, container stock, vegetables)",,,,104000,71000,40280,No Data,No Data,No Data,470,94,47,No Data,PHED,NA,PHED Scenario 17,NA
Applicator,G,Hand dispersal,Broadcast,Wildlife management,,,,104000,71000,40280,No Data,No Data,No Data,470,94,47,No Data,PHED,NA,PHED Scenario 17,NA
Applicator,G,Hand dispersal,Broadcast,Christmas Tree farm,,,,104000,71000,40280,No Data,No Data,No Data,470,94,47,No Data,PHED,NA,PHED Scenario 17,NA
Applicator,G,Hand dispersal,Broadcast,"Nursery (ornamentals, vegetables, trees, container stock)",,,,104000,71000,40280,No Data,No Data,No Data,470,94,47,No Data,PHED,NA,PHED Scenario 17,NA
Applicator,G,Hand dispersal,Broadcast,"Landscaping, trees/shrubs/bushes",,,,104000,71000,40280,No Data,No Data,No Data,470,94,47,No Data,PHED,NA,PHED Scenario 17,NA
Applicator,G,Hand dispersal,Broadcast,"Landscaping, plants/flowers",,,,104000,71000,40280,No Data,No Data,No Data,470,94,47,No Data,PHED,NA,PHED Scenario 17,NA
Applicator,G,Hand dispersal,Broadcast,"Industrial/commercial (tires, rail yards, junk yards, etc.)",,,,104000,71000,40280,No Data,No Data,No Data,470,94,47,No Data,PHED,NA,PHED Scenario 17,NA
Applicator,G,Hand dispersal,Broadcast,Warehouse,,,,104000,71000,40280,No Data,No Data,No Data,470,94,47,No Data,PHED,NA,PHED Scenario 17,NA
Applicator,G,Hand dispersal,Broadcast,Poultry/livestock house/horse barn/feed lot,lb ai/acre,1,acres,104000,71000,40280,No Data,No Data,No Data,470,94,47,No Data,PHED,NA,PHED Scenario 17,NA
Applicator,G,Hand dispersal,Broadcast,Foundations/perimeter,,,,104000,71000,40280,No Data,No Data,No Data,470,94,47,No Data,PHED,NA,PHED Scenario 17,NA
Applicator,G,Hand dispersal,Spot,Mounds/nests,,,,104000,71000,40280,No Data,No Data,No Data,470,94,47,No Data,PHED,NA,PHED Scenario 17,NA
Applicator,G,Tractor-drawn Spreader,Broadcast,"Greenhouse (ornamentals, roses, cut flowers, container stock, vegetables)",lb ai/acre,60,acres,9.9,7.2,4.2,No Data,No Data,2,1.2,0.24,0.12,0.22,PHED,NA,PHED Scenario 15 / PHED Scenario 16,NA
Applicator,G,Tractor-drawn Spreader,Broadcast,Field-grown ornamental crops,lb ai/acre,40,acres,9.9,7.2,4.2,No Data,No Data,2,1.2,0.24,0.12,0.22,PHED,NA,PHED Scenario 15 / PHED Scenario 16,NA
Applicator,G,Tractor-drawn Spreader,Broadcast,"Golf course (fairways, tees, greens)",lb ai/acre,40,acres,9.9,7.2,4.2,No Data,No Data,2,1.2,0.24,0.12,0.22,PHED,NA,PHED Scenario 15 / PHED Scenario 16,NA
Applicator,G,Tractor-drawn Spreader,Broadcast,Golf course (tees and greens only),lb ai/acre,5,acres,9.9,7.2,4.2,No Data,No Data,2,1.2,0.24,0.12,0.22,PHED,NA,PHED Scenario 15 / PHED Scenario 16,NA
Applicator,G,Tractor-drawn Spreader,Broadcast,Sod,lb ai/acre,80,acres,9.9,7.2,4.2,No Data,No Data,2,1.2,0.24,0.12,0.22,PHED,NA,PHED Scenario 15 / PHED Scenario 16,NA
Applicator,G,Tractor-drawn Spreader,Broadcast,"Field crop, typical",lb ai/acre,80,acres,9.9,7.2,4.2,No Data,No Data,2,1.2,0.24,0.12,0.22,PHED,NA,PHED Scenario 15 / PHED Scenario 16,NA
Applicator,G,Solid Spreader,Broadcast,Mosquitocide/larvacide/vector control (aquatic areas) ,lb ai/acre,30,acres,9.9,7.2,4.2,No Data,No Data,2,1.2,0.24,0.12,0.22,PHED,NA,PHED Scenario 15 / PHED Scenario 16,NA
Applicator,G,Solid Spreader,Broadcast,"Aquatic areas, non-flowing water (e.g., ponds, lakes, fountains)",lb ai/acre-foot,210,acre-feet,9.9,7.2,4.2,No Data,No Data,2,1.2,0.24,0.12,0.22,PHED,NA,PHED Scenario 15 / PHED Scenario 16,NA
Applicator,G,Solid Spreader,Broadcast,"Aquatic areas, flowing water (e.g., tributaries, canals)",lbs ai/cfs,200,cfs,9.9,7.2,4.2,No Data,No Data,2,1.2,0.24,0.12,0.22,PHED,NA,PHED Scenario 15 / PHED Scenario 16,NA
Applicator,G,Tractor-drawn Spreader,Broadcast,"Field crop, high-acreage",lb ai/acre,200,acres,9.9,7.2,4.2,No Data,No Data,2,1.2,0.24,0.12,0.22,PHED,NA,PHED Scenario 15 / PHED Scenario 16,NA
Applicator,G,Tractor-drawn Spreader,Broadcast,"Nursery (ornamentals, vegetables, trees, container stock)",lb ai/acre,60,acres,9.9,7.2,4.2,No Data,No Data,2,1.2,0.24,0.12,0.22,PHED,NA,PHED Scenario 15 / PHED Scenario 16,NA
Applicator,Gel/paste,"Injection, single-use",C&C,Food handling establishment,,,,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,NA,NA,NA,NA
Applicator,Gel/paste,"Injection, single-use",C&C,Warehouse,,,,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,NA,NA,NA,NA
Applicator,Gel/paste,"Injection, single-use",Void,Foundations/perimeter,,,,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,NA,NA,NA,NA
Applicator,Gel/paste,"Injection, single-use",Void,"Structural (e.g., bridges, shipyards, home decks, foundations)",,,,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,NA,NA,NA,NA
Applicator,Gel/paste,"Injection, single-use",C&C,"Residential Living Spaces (homes, apartments)",,,,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,NA,NA,NA,NA
Applicator,Gel/paste,"Injection, single-use",C&C,Childcare center/schools/institutions,,,,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,NA,NA,NA,NA
Applicator,RTU (L),Back rubber,Broadcast,"Animal (direct), livestock",,,animals,220,37.6,29.1,No Data,No Data,No Data,0.219,0.0438,0.0219,No Data,AHETF,47947802,"Klonne, 1999 (AHE1003; M/L Liquids)",D373605
Applicator,RTU (L),Dip (manual),Broadcast,"Animal (direct), livestock",,,gallons,54300,53400,25600,No Data,No Data,No Data,26.6,5.33,2.66,No Data,Proprietary,45528801,"McKeown, 2001 (TCVP_dip & sponge)",D279176
Applicator,RTU (L),Dip (manual),Broadcast,"Animal (direct), veterinary/groomer",,,gallons,54300,53400,25600,No Data,No Data,No Data,26.6,5.33,2.66,No Data,Proprietary,45528801,"McKeown, 2001 (TCVP_dip & sponge)",D279176
Applicator,G,Feed-through,Broadcast,"Animal (direct), livestock",,,,8.4,6.9,3.4,No Data,No Data,8.6,1.7,0.34,0.17,0.083,PHED,NA,PHED Scenario 2 / PHED Scenario 6,NA
Applicator,RTU (L),Feed-through,Broadcast,"Animal (direct), livestock",,,animals,220,37.6,29.1,No Data,No Data,No Data,0.219,0.0438,0.0219,No Data,AHETF,47947802,"Klonne, 1999 (AHE1003; M/L Liquids)",D373605
Applicator,RTU (L),Pour- in/on,Broadcast,"Animal (direct), livestock",,,gallons,220,37.6,29.1,No Data,No Data,No Data,0.219,0.0438,0.0219,No Data,AHETF,47947802,"Klonne, 1999 (AHE1003; M/L Liquids)",D373605
Applicator,RTU (L),Pour- in/on,Broadcast,"Animal (direct), veterinary/groomer",,,gallons,220,37.6,29.1,No Data,No Data,No Data,0.219,0.0438,0.0219,No Data,AHETF,47947802,"Klonne, 1999 (AHE1003; M/L Liquids)",D373605
Applicator,RTU (L),Shampoo,Broadcast,"Animal (direct), veterinary/groomer",,,animals,2098000,2052000,1029000,No Data,No Data,No Data,292,58.4,29.2,No Data,Proprietary,44658401,"Mester, 1997 (carbaryl_groomer)",D287251
Applicator,RTU (L),Sponge,Broadcast,"Animal (direct), livestock",,,animals,844000,767000,386000,No Data,No Data,No Data,208,41.6,20.8,No Data,Proprietary,45528801,"McKeown, 2001 (TCVP_dip & sponge)",D279176
Applicator,RTU (L),Sponge,Broadcast,"Animal (direct), veterinary/groomer",,,animals,844000,767000,386000,No Data,No Data,No Data,208,41.6,20.8,No Data,Proprietary,45528801,"McKeown, 2001 (TCVP_dip & sponge)",D279176
Applicator,RTU (D),Shaker can,Broadcast,"Greenhouse (ornamentals, roses, cut flowers, container stock, vegetables)",,,cans,4042000,110000,72600,No Data,No Data,No Data,17500,3500,1750,No Data,Proprietary / Proprietary,44439901 / 45519601,"Merricks, 1997 (carbaryl_groomer) / McKeown, 2001 (TCVP_groomer)",D287251 / D278626
Applicator,RTU (D),Shaker can,Broadcast,"Nursery (ornamentals, vegetables, trees, container stock)",,,cans,4042000,110000,72600,No Data,No Data,No Data,17500,3500,1750,No Data,Proprietary / Proprietary,44439901 / 45519601,"Merricks, 1997 (carbaryl_groomer) / McKeown, 2001 (TCVP_groomer)",D287251 / D278626
Applicator,RTU (D),Shaker can,Broadcast,"Landscaping, plants/flowers",,,cans,4042000,110000,72600,No Data,No Data,No Data,17500,3500,1750,No Data,Proprietary / Proprietary,44439901 / 45519601,"Merricks, 1997 (carbaryl_groomer) / McKeown, 2001 (TCVP_groomer)",D287251 / D278626
Applicator,RTU (D),Shaker can,Broadcast,Warehouse,,,cans,4042000,110000,72600,No Data,No Data,No Data,17500,3500,1750,No Data,Proprietary / Proprietary,44439901 / 45519601,"Merricks, 1997 (carbaryl_groomer) / McKeown, 2001 (TCVP_groomer)",D287251 / D278626
Applicator,RTU (D),Shaker can,Broadcast,Poultry/livestock house/horse barn/feed lot,,,cans,4042000,110000,72600,No Data,No Data,No Data,17500,3500,1750,No Data,Proprietary / Proprietary,44439901 / 45519601,"Merricks, 1997 (carbaryl_groomer) / McKeown, 2001 (TCVP_groomer)",D287251 / D278626
Applicator,RTU (D),Shaker can,Broadcast,"Animal (direct), livestock",,,cans,4042000,110000,72600,No Data,No Data,No Data,17500,3500,1750,No Data,Proprietary / Proprietary,44439901 / 45519601,"Merricks, 1997 (carbaryl_groomer) / McKeown, 2001 (TCVP_groomer)",D287251 / D278626
Applicator,RTU (D),Shaker can,Broadcast,"Animal (direct), veterinary/groomer",,,cans,4042000,110000,72600,No Data,No Data,No Data,17500,3500,1750,No Data,Proprietary / Proprietary,44439901 / 45519601,"Merricks, 1997 (carbaryl_groomer) / McKeown, 2001 (TCVP_groomer)",D287251 / D278626
Applicator,RTU (D),Shaker can,Broadcast,Foundations/perimeter,,,cans,4042000,110000,72600,No Data,No Data,No Data,17500,3500,1750,No Data,Proprietary / Proprietary,44439901 / 45519601,"Merricks, 1997 (carbaryl_groomer) / McKeown, 2001 (TCVP_groomer)",D287251 / D278626
Applicator,RTU (D),Shaker can,Broadcast,Interior landscaping,,,cans,4042000,110000,72600,No Data,No Data,No Data,17500,3500,1750,No Data,Proprietary / Proprietary,44439901 / 45519601,"Merricks, 1997 (carbaryl_groomer) / McKeown, 2001 (TCVP_groomer)",D287251 / D278626
Applicator,RTU (G),Shaker can,Broadcast,Orchard/Vineyard,,,cans,112,11.2,11.2,No Data,No Data,No Data,12.5,2.5,1.25,No Data,Proprietary,45333401,"Merricks, 2001 (disulfoton_cup)",D273144
Applicator,RTU (G),Shaker can,Broadcast,"Greenhouse (ornamentals, roses, cut flowers, container stock, vegetables)",,,cans,112,11.2,11.2,No Data,No Data,No Data,12.5,2.5,1.25,No Data,Proprietary,45333401,"Merricks, 2001 (disulfoton_cup)",D273144
Applicator,RTU (G),Shaker can,Broadcast,Christmas Tree farm,,,cans,112,11.2,11.2,No Data,No Data,No Data,12.5,2.5,1.25,No Data,Proprietary,45333401,"Merricks, 2001 (disulfoton_cup)",D273144
Applicator,RTU (G),Shaker can,Broadcast,"Nursery (ornamentals, vegetables, trees, container stock)",,,cans,112,11.2,11.2,No Data,No Data,No Data,12.5,2.5,1.25,No Data,Proprietary,45333401,"Merricks, 2001 (disulfoton_cup)",D273144
Applicator,RTU (G),Shaker can,Broadcast,"Landscaping, trees/shrubs/bushes",,,cans,112,11.2,11.2,No Data,No Data,No Data,12.5,2.5,1.25,No Data,Proprietary,45333401,"Merricks, 2001 (disulfoton_cup)",D273144
Applicator,RTU (G),Shaker can,Broadcast,"Landscaping, plants/flowers",,,cans,112,11.2,11.2,No Data,No Data,No Data,12.5,2.5,1.25,No Data,Proprietary,45333401,"Merricks, 2001 (disulfoton_cup)",D273144
Applicator,RTU (G),Shaker can,Broadcast,"Industrial/commercial (tires, rail yards, junk yards, etc.)",,,cans,112,11.2,11.2,No Data,No Data,No Data,12.5,2.5,1.25,No Data,Proprietary,45333401,"Merricks, 2001 (disulfoton_cup)",D273144
Applicator,RTU (G),Shaker can,Broadcast,Warehouse,,,cans,112,11.2,11.2,No Data,No Data,No Data,12.5,2.5,1.25,No Data,Proprietary,45333401,"Merricks, 2001 (disulfoton_cup)",D273144
Applicator,RTU (G),Shaker can,Broadcast,Poultry/livestock house/horse barn/feed lot,,,cans,112,11.2,11.2,No Data,No Data,No Data,12.5,2.5,1.25,No Data,Proprietary,45333401,"Merricks, 2001 (disulfoton_cup)",D273144
Applicator,RTU (G),Shaker can,Broadcast,Foundations/perimeter,,,cans,112,11.2,11.2,No Data,No Data,No Data,12.5,2.5,1.25,No Data,Proprietary,45333401,"Merricks, 2001 (disulfoton_cup)",D273144
Applicator,RTU (G),Shaker can,Broadcast,Mounds/nests,,,cans,112,11.2,11.2,No Data,No Data,No Data,12.5,2.5,1.25,No Data,Proprietary,45333401,"Merricks, 2001 (disulfoton_cup)",D273144
Applicator,RTU (G),Shaker can,Broadcast,Interior landscaping,,,cans,112,11.2,11.2,No Data,No Data,No Data,12.5,2.5,1.25,No Data,Proprietary,45333401,"Merricks, 2001 (disulfoton_cup)",D273144
Applicator,RTU (L),Spot-on,Broadcast,"Animal (direct), livestock",,50,animals,112000,67800,42000,No Data,No Data,No Data,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Proprietary,44433303,"Meo, 1997 (fipronil_spot-on_groomer)",W. Britton
Applicator,RTU (L),Spot-on,Broadcast,"Animal (direct), veterinary/groomer",,,animals,112000,67800,42000,No Data,No Data,No Data,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Proprietary,44433303,"Meo, 1997 (fipronil_spot-on_groomer)",W. Britton
Applicator,RTU (L),Trigger-spray bottle,Broadcast,Food handling establishment,lb ai/bottle,,bottles,3660,1800,1110,No Data,No Data,No Data,61.2,12.24,6.12,No Data,ORETF / Proprietary / Proprietary,44459801 / 41054701 / 44739301,"Merricks, 1997 (carbaryl; ORETF) / Knarr, 1988 (propoxur) / Barnekow, 1999 (chlorpyrifos)",D287251 / D287251 / D252733
Applicator,RTU (L),Trigger-spray bottle,C&C,Food handling establishment,lb ai/bottle,,bottles,3660,1800,1110,No Data,No Data,No Data,61.2,12.24,6.12,No Data,ORETF / Proprietary / Proprietary,44459801 / 41054701 / 44739301,"Merricks, 1997 (carbaryl; ORETF) / Knarr, 1988 (propoxur) / Barnekow, 1999 (chlorpyrifos)",D287251 / D287251 / D252733
Applicator,RTU (L),Trigger-spray bottle,Broadcast,Warehouse,lb ai/bottle,,bottles,3660,1800,1110,No Data,No Data,No Data,61.2,12.24,6.12,No Data,ORETF / Proprietary / Proprietary,44459801 / 41054701 / 44739301,"Merricks, 1997 (carbaryl; ORETF) / Knarr, 1988 (propoxur) / Barnekow, 1999 (chlorpyrifos)",D287251 / D287251 / D252733
Applicator,RTU (L),Trigger-spray bottle,C&C,Warehouse,lb ai/bottle,,bottles,3660,1800,1110,No Data,No Data,No Data,61.2,12.24,6.12,No Data,ORETF / Proprietary / Proprietary,44459801 / 41054701 / 44739301,"Merricks, 1997 (carbaryl; ORETF) / Knarr, 1988 (propoxur) / Barnekow, 1999 (chlorpyrifos)",D287251 / D287251 / D252733
Applicator,RTU (L),Trigger-spray bottle,Broadcast,"Animal (direct), livestock",lb ai/bottle,,bottles,544000,503000,273000,No Data,No Data,No Data,3300,660,330,No Data,Proprietary,44433302,"Meo, 1997 (fipronil_spray bottle_groomer)",Versar (4/27/98)
Applicator,RTU (L),Trigger-spray bottle,Broadcast,"Animal (direct), veterinary/groomer",lb ai/bottle,,bottles,544000,503000,273000,No Data,No Data,No Data,3300,660,330,No Data,Proprietary,44433302,"Meo, 1997 (fipronil_spray bottle_groomer)",Versar (4/27/98)
Applicator,RTU (L),Trigger-spray bottle,Broadcast,Foundations/perimeter,lb ai/bottle,,bottles,3660,1800,1110,No Data,No Data,No Data,61.2,12.24,6.12,No Data,ORETF / Proprietary / Proprietary,44459801 / 41054701 / 44739301,"Merricks, 1997 (carbaryl; ORETF) / Knarr, 1988 (propoxur) / Barnekow, 1999 (chlorpyrifos)",D287251 / D287251 / D252733
Applicator,RTU (L),Trigger-spray bottle,Spot,Mounds/nests,lb ai/bottle,,bottles,3660,1800,1110,No Data,No Data,No Data,61.2,12.24,6.12,No Data,ORETF / Proprietary / Proprietary,44459801 / 41054701 / 44739301,"Merricks, 1997 (carbaryl; ORETF) / Knarr, 1988 (propoxur) / Barnekow, 1999 (chlorpyrifos)",D287251 / D287251 / D252733
